Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label
of:000000000000000c,Port#:4,4741,101052561,141183,1046,1512,4,556,556,4,5,3,0,0,0,0,0,5,8813,8592,Diversion
of:0000000000000004,Port#:1,526,61285,68320,619,567,4,556,3077,38,5,2,554,6084,554,6084,554,505,1957,1836,Blackhole
of:000000000000000c,Port#:4,921,25229320,12666303,1007,266,0,0,322,3,5,2,0,0,0,0,0,8,3429,3317,PortScan
of:000000000000000c,Port#:3,1058,12677735,51827,410,494,4,556,556,4,5,2,0,0,0,0,0,7,4475,4315,Diversion
of:0000000000000001,Port#:4,2924,50594695,19085249,2154,1412,4,556,556,4,5,2,0,0,0,0,0,4,11803,11583,Diversion
of:0000000000000007,Port#:1,139,18442,6433342,2872,151,4,364,8409,139,5,4,0,0,0,0,0,5,3779,3672,TCP-SYN
of:0000000000000002,Port#:1,401,6333214,45405,453,271,4,556,560,4,5,4,0,0,0,0,0,6,3240,3129,PortScan
of:0000000000000005,Port#:3,158,21274,21148,155,186,2,278,278,2,5,1,0,0,0,0,0,9,7305,7200,TCP-SYN
of:0000000000000009,Port#:2,116684,18904390,25622,183,236,4,556,556,4,5,2,0,0,0,0,0,7,234654,234550,PortScan
of:0000000000000009,Port#:1,2275,6566265,233826,1721,2567,2,280,278,2,4,4,0,0,0,0,0,504,9592,9452,Blackhole
of:0000000000000003,Port#:4,305405,25540241,112898708,285567,1947,4,556,278,2,4,4,0,0,0,0,0,4,996216,996092,Normal
of:000000000000000a,Port#:2,70918,16419697,10085907,69950,156,1,42,602,5,5,2,0,0,0,0,0,10,143609,143513,PortScan
of:0000000000000001,Port#:3,1716,37837133,36599825,2986,1916,73,4838,4858948,133,5,2,0,0,0,0,0,8,12203,12080,Blackhole
of:0000000000000006,Port#:3,493,44500,18931977,682,191,2,278,278,2,5,3,0,12606978,0,12606978,0,8,2508,2408,TCP-SYN
of:0000000000000006,Port#:2,132,9196,16301581,237470,740,0,0,280,2,5,1,0,0,0,0,0,4,506868,506792,Normal
of:0000000000000007,Port#:3,944,18952589,12649337,771,251,34,920167,278,2,5,3,0,0,0,0,0,6,2325,2216,TCP-SYN
of:0000000000000001,Port#:2,937,25210410,6337930,541,166,4,556,598,5,4,4,0,0,0,0,0,6,2112,2014,PortScan
of:0000000000000004,Port#:3,507,6326442,18947628,863,261,56,3973,3939862,106,5,2,0,0,0,0,0,8,3222,3111,PortScan
of:0000000000000001,Port#:1,234,24053,16590,125,131,5,759,759,5,5,3,0,0,0,0,0,6,2672,2558,TCP-SYN
of:0000000000000003,Port#:3,2012,112157,12719582,2252,136,95,5130,5410,97,5,1,469,95256,469,95256,469,6,4369,4310,TCP-SYN
of:0000000000000006,Port#:2,110,14801,14633,106,116,4,556,556,4,5,3,0,0,0,0,0,6,1221,1134,TCP-SYN
of:0000000000000008,Port#:2,708,12640908,12633305,597,161,2,278,278,2,5,2,0,0,0,0,0,5,4438,4333,TCP-SYN
of:000000000000000b,Port#:1,685,37330,45938,744,61,99,5346,5626,101,5,2,534,36072,534,36072,534,6,1563,1482,TCP-SYN
of:0000000000000003,Port#:2,1863,31625237,82976,634,861,2,278,278,2,5,3,0,0,0,0,0,4,5496,5379,Blackhole
of:000000000000000b,Port#:2,453,12620834,14125,107,106,72,2495685,556,4,5,2,0,0,0,0,0,5,1338,1245,TCP-SYN
of:000000000000000c,Port#:3,109193,24796443,12181502,108721,226,5074,274166,274168,5074,5,3,0,0,0,0,0,6,218502,218396,PortScan
of:0000000000000006,Port#:1,405,6334358,58271170,146149,286,5,626,271494,5021,5,3,0,0,0,0,0,6,292642,292538,PortScan
of:000000000000000a,Port#:1,2964,12761409,12761440,2965,136,104,5802,5776,104,5,3,550,129433,550,129433,550,10,7132,7033,TCP-SYN
of:0000000000000004,Port#:1,94272,30253069,21008,154,181,5570,302093,556,4,5,1,0,0,0,0,0,6,95505,95405,PortScan
of:000000000000000a,Port#:4,400,12610734,77254,709,611,0,0,556,4,5,1,0,0,0,0,0,606,3470,3358,Blackhole
of:0000000000000002,Port#:2,116,15441,15585,118,121,4,556,626,5,5,2,0,0,0,0,0,8,4386,4280,TCP-SYN
of:0000000000000003,Port#:2,642,18918645,6346933,667,176,0,0,278,2,5,2,0,0,0,0,0,6,7252,7157,TCP-SYN
of:0000000000000009,Port#:2,105,14009,14009,105,106,4,556,556,4,5,3,0,0,0,0,0,4,519,422,PortScan
of:000000000000000b,Port#:2,250,26407,12632936,595,156,4,556,598,5,5,3,0,7218,0,7218,0,5,1285,1171,TCP-SYN
of:0000000000000007,Port#:1,120,15831,22892,218,126,4,556,280,2,5,3,0,0,0,0,0,4,652,564,PortScan
of:0000000000000007,Port#:2,1065,12754821,12626233,873,251,2,278,280,2,5,3,0,0,0,0,0,6,3558,3455,Overflow
of:0000000000000004,Port#:3,320,6313511,6330211,432,156,0,0,556,4,5,1,0,0,0,0,0,8,151051,150952,PortScan
of:000000000000000a,Port#:2,801,12636634,25275783,1289,484,0,0,280,2,5,3,0,6678,0,6678,0,5,3801,3645,Diversion
of:000000000000000a,Port#:1,136,13563,14879,154,86,2,280,280,2,5,2,0,0,0,0,0,4,325,267,Blackhole
of:0000000000000002,Port#:1,12,996,20856,158,176,0,0,280,2,5,2,0,0,0,0,0,10,12275,12181,TCP-SYN
of:0000000000000005,Port#:2,83,11533,6314977,258,81,4,556,556,4,4,3,0,0,0,0,0,6,1312,1215,TCP-SYN
of:0000000000000003,Port#:4,132,17466,6335298,516,141,4,556,626,5,5,1,0,0,0,0,0,8,68754,68651,PortScan
of:0000000000000003,Port#:4,3649,69456701,116259417,416475,1747,74,4904,4202664,119,4,2,0,0,0,0,0,10,994351,994227,Normal
of:0000000000000004,Port#:3,1816,247072,69601850,4384,2686,4,556,560,4,4,4,0,0,0,0,0,6,24294,24165,Blackhole
of:000000000000000a,Port#:2,187,6304484,24003,238,126,0,0,278,2,5,1,0,0,0,0,0,6,1808,1711,PortScan
of:0000000000000004,Port#:2,195,19330,6315356,261,86,2,280,280,2,5,2,0,0,0,0,0,4,463,398,PortScan
of:000000000000000b,Port#:1,2305,63073483,31822293,3659,2517,140,5645609,5175,72,5,2,370,6955,370,6955,370,6,12791,12666,Blackhole
of:0000000000000009,Port#:1,1039,18956612,38206,398,201,2,278,278,2,5,4,0,0,0,0,0,4,2248,2142,PortScan
of:0000000000000003,Port#:1,187,6304485,23771,226,136,1,70,348,3,5,2,0,0,0,0,0,6,1518,1416,PortScan
of:0000000000000008,Port#:3,30099,7929030,10463,76,71,88,3283029,348,3,5,3,0,0,0,0,0,7,30316,30221,PortScan
of:0000000000000007,Port#:2,18645,7306351,8952,63,56,4,556,556,4,5,2,0,0,0,0,0,7,37354,37266,PortScan
of:000000000000000a,Port#:3,223,6307033,46882,441,346,0,0,560,4,5,1,0,0,0,0,0,4,954,887,Blackhole
of:0000000000000006,Port#:1,66,9078,9078,66,56,4,556,556,4,5,3,0,0,0,0,0,5,373,283,PortScan
of:0000000000000002,Port#:1,1838,44166787,31717383,2738,1566,27,2059,1839337,57,5,1,630155,6302354,630155,6302354,630155,6,6233,6156,Blackhole
of:000000000000000c,Port#:2,192,19449,6316190,270,96,2,278,320,3,4,3,0,0,0,0,0,8,1351,1261,PortScan
of:0000000000000001,Port#:4,65194,9829677,22413535,65184,136,5239,283092,283092,5239,5,4,0,0,0,0,0,8,131071,130973,PortScan
of:000000000000000c,Port#:2,382,12608948,56501,556,394,0,0,280,2,5,3,0,0,0,0,0,4,3936,3778,Diversion
of:0000000000000002,Port#:1,2050,44177662,44332533,3161,1722,0,0,556,4,5,2,0,0,0,0,0,4,6427,6272,Diversion
of:000000000000000c,Port#:1,599,12633799,27494,260,166,82,5981,556,4,5,3,0,0,0,0,0,10,143970,143864,PortScan
of:0000000000000006,Port#:2,193,18556,6322332,369,76,4,556,556,4,5,2,0,0,0,0,0,8,1563,1468,TCP-SYN
of:0000000000000007,Port#:2,1905,116531,12621758,460,116,103,5902,556,4,5,4,0,0,0,0,0,8,4377,4290,TCP-SYN
of:0000000000000008,Port#:2,40968,8514642,8158693,34345,106,4,556,556,4,5,2,0,0,0,0,0,9,82726,82626,PortScan
of:000000000000000c,Port#:1,470,6323748,12621106,680,146,0,0,280,2,5,2,0,0,0,0,0,9981,2602,2500,Overflow
of:000000000000000b,Port#:1,650,12816171,6402340,782,186,22,1572,1572,22,5,2,0,0,0,0,0,9976,1941,1876,Overflow
of:0000000000000004,Port#:1,2921,50618223,31759674,3148,1907,2,278,4117,56,5,4,0,0,0,0,0,8,12737,12610,Blackhole
of:0000000000000003,Port#:1,12,1016,12111,91,86,0,0,278,2,5,2,0,0,0,0,0,6,568,482,TCP-SYN
of:0000000000000001,Port#:3,102,14077,14413,110,111,2,278,278,2,5,1,0,0,0,0,0,8,106330,106232,PortScan
of:0000000000000003,Port#:4,103649,30789457,6333031,447,196,5296,286312,598,5,5,4,0,0,0,0,0,8,207334,207232,PortScan
of:0000000000000006,Port#:1,137,19228,27174,258,166,4,556,556,4,4,3,0,0,0,0,0,6,80331,80232,PortScan
of:000000000000000a,Port#:2,495,12626865,18930177,667,171,4,556,556,4,5,2,0,0,0,0,0,6,138011,137907,PortScan
of:0000000000000002,Port#:1,471,12615166,110860,988,962,0,0,556,4,5,2,0,0,0,0,0,6,3807,3642,Diversion
of:0000000000000001,Port#:3,293,31773,18948742,912,216,2,278,278,2,5,1,0,0,0,0,0,4,2793,2680,PortScan
of:000000000000000b,Port#:2,3001,6463732,167424,2930,96,196,10754,10754,196,5,2,1063,140778,1063,140778,1063,8,5897,5839,TCP-SYN
of:0000000000000005,Port#:1,2406,25408241,31721001,2719,1712,2,278,278,2,5,4,0,0,0,0,0,4,7811,7689,Blackhole
of:000000000000000b,Port#:2,746,18147763,10456909,76841,146,150,5515406,7594,111,5,3,0,0,0,0,0,8,153392,153293,PortScan
of:000000000000000c,Port#:3,1442,18973519,67662613,409758,1377,0,0,280,2,4,1,0,0,0,0,0,6,650457,650331,Normal
of:0000000000000005,Port#:2,171,22596,6340493,549,196,4,556,3147,39,5,3,0,0,0,0,0,6,1372,1279,PortScan
of:000000000000000c,Port#:1,4424,94667778,113788284,6299,2537,0,0,560,4,4,2,0,0,0,0,0,6,22481,22253,Diversion
of:0000000000000002,Port#:2,3575,56861652,120091134,6188,2967,0,0,278,2,5,2,0,0,0,0,0,4,20915,20692,Diversion
of:000000000000000c,Port#:2,362,12607981,42328,434,241,1,70,278,2,5,2,0,7747,0,7747,0,6,2029,1933,PortScan
of:0000000000000007,Port#:2,1507,190029,19131674,2458,1917,4,556,560,4,5,3,0,0,0,0,0,6,11248,11121,Blackhole
of:000000000000000b,Port#:1,488,12615936,6346760,637,254,0,0,280,2,5,2,0,0,0,0,0,4,1407,1295,Diversion
of:0000000000000008,Port#:3,262,27366,19622,151,166,4,556,556,4,5,2,0,0,0,0,0,6,6682,6575,TCP-SYN
of:0000000000000005,Port#:1,2030,120929,12720247,2265,131,99,5823,5823,99,5,1,480,6399701,480,6399701,480,7,4699,4597,TCP-SYN
of:0000000000000001,Port#:1,251,16978,12635634,603,244,0,0,556,4,5,2,0,0,0,0,0,4,2464,2319,Diversion
of:0000000000000002,Port#:1,2308,31678495,6455303,1442,1421,80,3151300,2936,40,5,5,0,0,0,0,0,6,9082,8872,Diversion
of:0000000000000006,Port#:2,108,14717,14439,106,116,5,598,598,5,5,2,0,0,0,0,0,6,1850,1756,TCP-SYN
of:0000000000000004,Port#:2,110,14879,12637261,686,116,4,560,556,4,5,3,0,0,0,0,0,5,1010,910,PortScan
of:0000000000000004,Port#:3,8473,157963262,12844424,2281,2332,2,278,556,4,5,4,0,6084,0,6084,0,6,21223,20984,Diversion
of:0000000000000008,Port#:2,455,51448,50922,438,457,4,556,556,4,5,2,0,0,0,0,0,4,1555,1439,Blackhole
of:000000000000000c,Port#:1,1935,19088827,63300693,4434,1766,2,278,278,2,5,3,0,0,0,0,0,4,9344,9214,Blackhole
of:0000000000000006,Port#:3,445,12619727,20668,211,96,151,6039697,278,2,5,2,0,7613,0,7613,0,6,825,719,TCP-SYN
of:0000000000000008,Port#:1,616,6456885,6344320,993,241,2,278,278,2,4,5,0,0,0,0,0,4,3516,3418,Overflow
of:0000000000000005,Port#:2,74,10157,6313507,245,66,5,759,763,5,5,3,0,0,0,0,0,7,1039,943,PortScan
of:000000000000000c,Port#:1,473,11053396,6349741,692,196,132,4727786,7132,104,5,4,0,0,0,0,0,9982,2203,2095,Overflow
of:000000000000000a,Port#:3,183233,209430489,101186334,156034,2820,2,278,280,2,5,3,0,0,0,0,0,4,666999,666864,Normal
of:000000000000000c,Port#:2,12,996,15809,117,126,1,70,280,2,5,1,0,0,0,0,0,6,103543,103442,PortScan
of:0000000000000001,Port#:1,339,24018,6396868,476,106,72,5028,2626979,75,5,3,0,0,0,0,0,6,1273,1179,Overflow
of:0000000000000005,Port#:2,3830,56986248,57023359,4372,2212,4,556,556,4,5,4,0,6303550,0,6303550,0,5,12030,11902,Blackhole
of:0000000000000003,Port#:3,1334,31549320,25315722,1734,651,0,0,280,2,5,1,0,0,0,0,0,6,5443,5330,Blackhole
of:0000000000000002,Port#:1,577,12629733,6325841,396,116,4,556,556,4,5,2,0,0,0,0,0,4,1171,1075,PortScan
of:0000000000000002,Port#:1,3170,44326982,140977,1052,1506,2,278,278,2,5,4,0,0,0,0,0,4,8743,8617,Blackhole
of:0000000000000004,Port#:2,3847,50711421,69642208,4661,2547,4,556,556,4,4,3,0,0,0,0,0,4,18262,18127,Blackhole
of:0000000000000004,Port#:1,7467,151617884,94943644,6726,2607,2,278,320,3,5,2,0,0,0,0,0,6,24690,24451,Diversion
of:000000000000000c,Port#:4,7852,132755213,107502759,6275,2547,75,5518,5777441,147,5,4,498926,6310508,498926,6310508,498926,8,18849,18716,Blackhole
of:000000000000000c,Port#:4,161,11291,6321359,350,116,44,3181,2495684,72,5,1,0,0,0,0,0,608,1338,1253,Blackhole
of:000000000000000b,Port#:2,395,6325833,6325293,389,116,5,602,602,5,4,2,0,0,0,0,0,4,1365,1310,TCP-SYN
of:0000000000000003,Port#:1,318306,133043228,114373172,319815,2547,0,0,556,4,5,1,0,0,0,0,0,6,1005683,1005548,Normal
of:000000000000000b,Port#:2,3583,56977428,69631654,5051,2336,4,560,560,4,5,2,0,0,0,0,0,404,12286,12204,Blackhole
of:0000000000000005,Port#:1,240,16586,12621651,459,116,0,0,560,4,5,1,0,0,0,0,0,4,804,743,TCP-SYN
of:0000000000000003,Port#:3,121407,68203287,82778474,318726,1867,4,556,4720,69,5,3,390,3906,390,3906,390,7,996015,995891,Normal
of:0000000000000008,Port#:2,615,12635401,20566,155,176,115,4464459,278,2,5,3,0,0,0,0,0,7,6860,6752,TCP-SYN
of:0000000000000007,Port#:1,6504,94950048,69679304,4898,3076,76,5308,5776638,139,4,5,0,0,0,0,0,7,22212,21985,Diversion
of:000000000000000b,Port#:2,326,6323302,19496,148,166,5,598,598,5,5,2,0,0,0,0,0,8,186461,186345,PortScan
of:000000000000000c,Port#:1,2624,31711213,31692291,2337,1651,2,280,280,2,5,3,0,0,0,0,0,6,7443,7284,Diversion
of:0000000000000006,Port#:2,92,12555,12555,92,91,4,560,560,4,5,2,0,0,0,0,0,4,476,420,TCP-SYN
of:0000000000000007,Port#:1,107,14319,6317609,277,111,2,278,278,2,4,3,0,0,0,0,0,4,1202,1104,PortScan
of:0000000000000009,Port#:3,4422,63335718,50718728,3909,2646,2,280,280,2,5,3,0,0,0,0,0,104,11274,11107,Diversion
of:0000000000000003,Port#:1,315160,63620965,44847235,315934,1387,0,0,556,4,4,1,0,0,0,0,0,6,989502,989378,Normal
of:0000000000000007,Port#:1,4227,63301690,38076350,3318,2231,2,278,280,2,4,5,0,0,0,0,0,207,16240,16015,Diversion
of:0000000000000005,Port#:3,145,19176,19176,145,161,2,278,278,2,5,2,0,0,0,0,0,6,1821,1717,TCP-SYN
of:0000000000000002,Port#:1,3170,69424309,69671111,4960,2716,0,0,556,4,5,1,0,0,0,0,0,404,11221,11139,Blackhole
of:0000000000000002,Port#:2,1994,50469106,31768892,3157,2066,0,0,556,4,5,1,0,0,0,0,0,6,13305,13179,Blackhole
of:0000000000000001,Port#:4,1348,82235,81913,1345,126,99,5506,5506,99,5,2,561,66312,561,66312,561,8,2995,2931,TCP-SYN
of:000000000000000c,Port#:3,136019,32543614,19928932,135550,276,156,6171242,6711,93,5,3,0,0,0,0,0,6,272138,272025,PortScan
of:0000000000000008,Port#:3,2816,56816700,86640439,411089,1637,0,0,280,2,5,1,0,0,0,0,0,6,654455,654329,Normal
of:0000000000000003,Port#:3,483,6337217,25261852,1214,236,5,626,556,4,5,2,0,0,0,0,0,6,2219,2115,PortScan
of:000000000000000a,Port#:3,183350,209442027,105133116,156194,2900,69,4866,3940062,112,5,3,393942,3939428,393942,3939428,393942,6,667328,667193,Normal
of:0000000000000006,Port#:2,222,30003,29933,221,276,4,556,556,4,5,1,0,0,0,0,0,6,2974,2849,PortScan
of:0000000000000006,Port#:1,204,19234,11239,84,76,4,556,560,4,5,5,0,7813,0,7813,0,6,857,763,TCP-SYN
of:0000000000000009,Port#:1,19222,7307481,8396,59,51,87,3152035,556,4,5,1,0,0,0,0,0,5,19396,19297,PortScan
of:0000000000000008,Port#:1,151,20318,50259,589,171,4,560,556,4,5,4,0,0,0,0,0,4,1199,1092,TCP-SYN
of:0000000000000002,Port#:1,5128,126172656,101275242,6914,3197,0,0,556,4,5,2,0,0,0,0,0,4,14214,14048,Diversion
of:000000000000000c,Port#:1,190,25140,12361616,112025,226,2,278,278,2,5,2,0,0,0,0,0,6,112837,112738,PortScan
of:0000000000000007,Port#:2,130729,25967496,37832996,1459,256,6,801,759,5,5,2,0,0,0,0,0,6,132568,132451,PortScan
of:0000000000000005,Port#:2,1847,31623013,80752,618,836,2,278,278,2,4,3,0,0,0,0,0,5,5448,5331,Blackhole
of:0000000000000003,Port#:2,1863,50456726,25456717,2946,2002,0,0,556,4,5,3,0,0,0,0,0,11,12902,12690,Diversion
of:000000000000000a,Port#:2,3671,88333137,69676860,5175,2486,0,0,280,2,5,2,0,0,0,0,0,7,22161,22032,Blackhole
of:000000000000000c,Port#:4,365,12608174,33030,361,141,0,0,556,4,5,1,0,0,0,0,0,10,6094,5995,TCP-SYN
of:0000000000000003,Port#:2,713,12632228,19008493,1389,836,0,0,278,2,4,2,0,0,0,0,0,8,5258,5146,Blackhole
of:0000000000000001,Port#:2,2110,19078225,12743708,1483,1286,2,278,278,2,5,4,0,0,0,0,0,5,7999,7874,Blackhole
of:0000000000000001,Port#:1,288,29521,12759316,2946,176,2,278,5410,97,5,4,513,130788,513,130788,513,10,11928,11826,TCP-SYN
of:000000000000000a,Port#:1,3046,38039576,50644953,3345,1776,2,278,280,2,4,3,0,0,0,0,0,6,11541,11412,Blackhole
of:0000000000000003,Port#:4,8604,170595112,113923832,7907,3197,4,556,278,2,5,5,0,0,0,0,0,6,22983,22756,Diversion
of:0000000000000003,Port#:2,4188,75785402,137299447,417318,1977,0,0,556,4,4,2,0,0,0,0,0,8,996832,996708,Normal
of:000000000000000c,Port#:4,88,11969,11927,87,86,2,278,278,2,5,1,0,0,0,0,0,9,642,532,PortScan
of:0000000000000004,Port#:3,167,15457,7924,57,46,31,2469,278,2,4,3,0,0,0,0,0,6,503,418,PortScan
of:000000000000000c,Port#:1,1792,31580504,67684454,410022,1457,0,0,602,5,4,1,0,0,0,0,0,6,651707,651581,Normal
of:0000000000000006,Port#:1,3014,38043458,6490670,1609,1916,78,5460,560,4,5,4,0,0,0,0,0,5,12436,12307,Blackhole
of:000000000000000b,Port#:1,2086,50475419,38111699,3602,2517,0,0,560,4,5,1,0,0,0,0,0,4,7369,7285,Blackhole
of:000000000000000c,Port#:2,535,18911271,42146,481,161,0,0,278,2,5,2,0,0,0,0,0,8,12045,11954,TCP-SYN
of:0000000000000001,Port#:2,545,6329196,19000445,1272,836,0,0,278,2,5,2,0,0,0,0,0,4,5648,5536,Blackhole
of:000000000000000a,Port#:4,348933,14703824,25457639,154998,995,4,556,4672,66,4,4,344,14907,344,14907,344,8,644644,644525,Normal
of:0000000000000007,Port#:1,5566,94825031,12786881,1861,1702,2,278,278,2,5,4,0,0,0,0,0,4,14670,14444,Diversion
of:0000000000000006,Port#:1,3374,75729676,74594151,4660,1876,75,4970,4990222,136,4,1,183877,6303353,183877,6303353,183877,8,17034,16913,Blackhole
of:0000000000000005,Port#:2,271,6316775,13443,100,101,4,556,556,4,5,3,0,0,0,0,0,13,92719,92621,PortScan
of:0000000000000004,Port#:2,1911,25335884,31634602,2013,912,54,3710,4989080,122,4,3,343,6216,343,6216,343,6,5971,5805,Diversion
of:000000000000000c,Port#:2,6048,157702314,112067780,414173,2697,0,0,560,4,5,2,0,0,0,0,0,4,670145,670008,Normal
of:000000000000000c,Port#:3,175532,70419897,56158220,285406,1287,4,556,280,2,4,3,-630335,0,-630335,0,-630335,8,649441,649315,Normal
of:0000000000000004,Port#:1,180176,164759559,69585297,154344,2220,161,5909376,560,4,5,3,0,0,0,0,0,6,658696,658561,Normal
of:0000000000000002,Port#:1,126,16720,18957497,1094,131,5,763,1893,18,5,4,486,93150,486,93150,486,6,3191,3093,TCP-SYN
of:0000000000000007,Port#:1,146,19444,19722,148,166,5,598,598,5,4,4,0,0,0,0,0,6,1008,909,TCP-SYN
of:000000000000000c,Port#:2,146,19324,19282,145,161,2,280,280,2,4,2,0,0,0,0,0,6,5238,5169,TCP-SYN
of:0000000000000002,Port#:2,1014,6390479,70865,603,631,46,3603,560,4,4,4,0,0,0,0,0,8,4723,4603,Blackhole
of:0000000000000004,Port#:3,8294,151658902,12842478,2267,2312,4,556,278,2,5,4,0,0,0,0,0,4,20915,20676,Diversion
of:000000000000000c,Port#:1,12,1016,14425,108,111,0,0,278,2,5,2,0,0,0,0,0,8,7040,6952,TCP-SYN
of:0000000000000008,Port#:1,1483,12678027,24280,236,131,99,5835,759,5,5,3,0,0,0,0,0,7,2058,1954,TCP-SYN
of:000000000000000a,Port#:4,349001,14713049,31777995,155351,1095,4,556,4804,68,5,4,390,6311520,390,6311520,390,6,645426,645302,Normal
of:0000000000000001,Port#:2,822,12639461,25257038,1133,251,0,0,280,2,5,1,0,0,0,0,0,8,266547,266451,PortScan
of:000000000000000a,Port#:3,182,16959,6312244,239,56,5,598,598,5,5,2,0,0,0,0,0,6,540,446,PortScan
of:0000000000000003,Port#:4,442,12619431,28603,326,91,69,2364415,3671,47,5,1,0,0,0,0,0,6,1235,1128,TCP-SYN
of:000000000000000a,Port#:4,910,121239,31700323,2679,1286,2,278,278,2,5,1,0,0,0,0,0,4,9901,9770,Blackhole
of:000000000000000c,Port#:4,497,12626253,4492373,82832,161,2,278,296846,5494,5,1,0,0,0,0,0,5,83971,83872,PortScan
of:0000000000000006,Port#:2,103,13731,12628859,572,106,4,556,2364413,69,5,2,249512,6303615,249512,6303615,249512,6,2301,2198,TCP-SYN
of:0000000000000008,Port#:3,1262,76131,12698186,1829,101,101,5782,5782,101,5,1,6422,64225,6422,64225,6422,7,3271,3166,TCP-SYN
of:000000000000000a,Port#:2,1098,18948078,31638215,1957,1062,0,0,560,4,5,3,0,0,0,0,0,4,6930,6761,Diversion
of:000000000000000c,Port#:2,1189,18956481,37949082,2164,1101,0,0,560,4,5,2,0,0,0,0,0,5,6827,6700,Blackhole
of:0000000000000001,Port#:1,120829,50557005,19113518,120354,231,5036,271944,272500,5040,4,1,0,0,0,0,0,8,242665,242559,PortScan
of:0000000000000004,Port#:1,1975,110294,12715631,2198,116,97,5238,5794,101,5,2,475,92826,475,92826,475,6,4667,4571,TCP-SYN
of:0000000000000002,Port#:2,184,24112,32583,306,216,3,320,320,3,4,2,0,0,0,0,0,5,1823,1721,PortScan
of:0000000000000008,Port#:1,252,6314390,11061,81,76,78,2758229,556,4,5,3,0,0,0,0,0,8,2022,1925,TCP-SYN
of:0000000000000003,Port#:2,229,30265,29509,211,276,4,556,556,4,5,2,0,0,0,0,0,5,2666,2551,PortScan
of:0000000000000006,Port#:3,598,12633215,6329713,420,156,48,3737,2889499,81,5,3,315147,6303353,315147,6303353,315147,8,160276,160173,PortScan
of:0000000000000007,Port#:3,676,42471,42699,680,66,98,5781,5851,99,5,1,480,31914,480,31914,480,8,1815,1718,TCP-SYN
of:0000000000000002,Port#:1,226,15701,12627434,505,176,0,0,278,2,5,1,0,0,0,0,0,4,866,806,PortScan
of:0000000000000009,Port#:2,104,13611,21144,214,101,4,556,556,4,5,2,0,0,0,0,0,4,500,408,TCP-SYN
of:0000000000000008,Port#:3,662,18929048,6472291,2976,156,4,556,5728,100,5,1,12190,121903,12190,121903,12190,7,4309,4204,TCP-SYN
of:0000000000000004,Port#:2,1269,25271464,18980968,1268,386,4,556,560,4,5,3,0,6303286,0,6303286,0,6,3526,3421,Blackhole
of:000000000000000a,Port#:2,397,12610485,57725,569,427,140,5645609,5451,74,5,2,0,0,0,0,0,9,2067,1965,Blackhole
of:0000000000000004,Port#:1,508,36522,12677787,723,178,0,0,560,4,5,4,0,0,0,0,0,4,1733,1637,Overflow
of:0000000000000003,Port#:3,2330,19123217,31739897,2817,1992,4,556,556,4,5,4,0,0,0,0,0,13,12884,12672,Diversion
of:0000000000000007,Port#:3,934,57427,6323081,377,81,99,5686,556,4,5,1,630335,6303353,630335,6303353,630335,7,1571,1466,TCP-SYN
of:0000000000000008,Port#:3,5854,82298435,120091019,6524,2286,4,560,556,4,5,3,0,0,0,0,0,4,17951,17813,Blackhole
of:000000000000000b,Port#:1,12,996,19014,141,156,0,0,602,5,5,2,0,0,0,0,0,4,1005,902,TCP-SYN
of:0000000000000003,Port#:3,104,14161,14119,103,111,2,278,278,2,4,1,0,0,0,0,0,4,1273,1169,TCP-SYN
of:000000000000000c,Port#:1,3059,63119354,82174539,4477,1802,0,0,560,4,5,2,0,0,0,0,0,4,16546,16330,Diversion
of:000000000000000c,Port#:4,350418,21135239,59444947,213227,1777,4,556,280,2,5,4,0,0,0,0,0,8,656346,656220,Normal
of:000000000000000c,Port#:3,4153,69549668,178021,1319,1916,4,556,556,4,5,3,0,0,0,0,0,5,12883,12757,Blackhole
of:000000000000000c,Port#:2,1173,25255606,18814,141,156,78,2758244,556,4,4,1,0,0,0,0,0,7,72020,71910,PortScan
of:0000000000000007,Port#:2,2243,25407281,25420241,2424,1906,2,278,278,2,5,1,0,0,0,0,0,5,10679,10548,Blackhole
of:000000000000000c,Port#:4,1847,6405381,13563,99,106,164,10236,556,4,5,1,0,0,0,0,0,6,2126,2027,TCP-SYN
of:0000000000000002,Port#:2,4465,57054194,82265958,5135,2837,2,278,278,2,5,3,0,0,0,0,0,4,12923,12760,Diversion
of:0000000000000001,Port#:2,188,18443,12617706,428,76,34,2816,556,4,4,2,0,0,0,0,0,8,2506,2406,TCP-SYN
of:0000000000000003,Port#:2,1418,177755,19110111,2252,1782,4,556,1624,16,5,2,324,6822,324,6822,324,5,6437,6305,Blackhole
